primarySlug,longitude,latitude,postalCode
d9e4be62-1bf8-42e8-94a8-5195b97945b9,4.3970059,51.2208152,2000.0
e6ba6a48-77b6-46e8-bd49-c7541739a7ad,4.4198282,51.2205495,2060.0
6cfefa86-17f5-4be8-b351-a2ef5a3ece6c,4.412492,51.22188,2000.0
d8088dcb-a12b-4c51-803d-f9a51de615f8,4.4474581,51.2307885,2100.0
6d255688-cb44-40c5-948c-5428ec2e2d58,4.4051064,51.2190516,2000.0
3eafe1ac-622e-4526-b0b2-e194fcb52c6b,4.3823125,51.1885699,2020.0
4796bb2b-b5cc-43f0-8359-f96d3fe7bf15,4.41795,51.2818,2180.0
4a4121d3-984d-4696-9c66-af937e1e8e1b,3.72666,51.04593,9000.0
8d0dcd82-2bca-40b2-a31e-cf67b02eebed,3.199975,51.187815,8200.0
bd5dd6bc-114f-4c7f-a123-fb31cac25bf8,5.3391,50.93364,3500.0
093c7a7b-96d2-491c-9c22-16fd52e8a951,4.295388269586522,50.86415915258261,1082.0
5da586f5-266e-5369-810f-88d61043bd78,4.4229217607170215,51.19714301954639,2600.0
4fc8fe54-eb4c-4a30-b56d-216f94ca4ef5,3.7217148,51.0476191,9000.0
86312d7c-0a37-512d-823e-ec0d7e31287f,4.93709,51.32141,2300.0
c107f014-5185-4415-bd32-bc7e7589a5e8,4.42388,51.23241,2060.0
3329a871-bee0-52d3-857f-e169c346a963,3.42326,50.89034,8790.0
919883ca-ac98-5914-9cf8-d4dee5c3dd9c,4.40383,51.20732,2018.0
4286e826-ee3a-4b19-8dd3-101bfbaa4452,4.284516,50.8058301,1600.0
8a1f803f-c7bd-54b7-ae11-7ae9aa8dd719,4.69903,50.87826,3000.0
f0ae2833-6db9-4575-b698-0cf9ba3877a6,4.47814,51.02806,2800.0
2c37b251-b192-4a92-a2cd-c576230fc440,2.91762,51.23229,8400.0
905538b3-7625-5db4-81e1-e7db8194ab2d,4.669649978523863,51.16102192890919,2560.0
23d89b53-233e-408c-97f5-8c475f4a78c9,4.0337,50.93918,9300.0
2ad10180-19ae-4448-8a50-8ba4c81f79c9,4.48234,51.02666,2800.0
bb259509-17ec-4e58-93b2-69e4e7c47c57,4.394782,51.210135,2000.0
233f826b-516e-5c5e-9b1f-529538ac5896,5.31081,51.2306,3920.0
57bf8a54-8101-4e66-a2f7-56a18f716ec3,4.47695,51.3818,2920.0
6b633ad6-b92d-4de8-b5d1-9a99c26e2629,4.4621285,51.20199,2100.0
3d5b92b6-174a-401a-bcd0-b4e5b609d299,3.2247749,51.2095899,8000.0
bd0dbdbf-bfc8-416f-a9a6-53bd4fd88ab7,4.3984029,51.2148772,2000.0
9868b1e8-3ddd-43e8-bf99-70a41f5c9bc9,4.5664,51.13178,2500.0
d336f2ee-73d7-5169-b346-b5a4252ff896,4.48201,50.73086,1310.0
7de819d9-a823-59ed-8940-b975dc30cb19,4.45994,51.22015,2100.0
8e687dbb-f06a-4678-a23a-7515f00cdaa2,4.3017688,50.82777,1070.0
a7f4f84f-2e26-4912-804b-3859bdf06b70,4.47988,51.02635,2800.0
9d352ff8-c740-4b4a-a890-5b570a9fbd1a,4.4639,51.20832,2100.0
